RowNumber,CreditScore,1Ger2Fr3Sp,Male1_Female0,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,1Dia2Gold3Silver,Points Earned
2724,614,2,0,41,8,121558.46,1,1,1,598.8,0,0,5,4,698
2725,453,1,0,38,8,120623.21,1,1,0,129697.99,0,0,5,3,364
2726,471,2,0,58,4,114713.57,1,1,1,36315.03,0,0,1,2,904
2727,829,1,0,37,3,103457.76,1,0,0,1114.12,0,0,3,2,287
2728,754,1,1,57,2,101134.87,2,1,1,70954.41,0,0,5,3,898
2729,749,1,1,46,10,78136.36,2,1,1,73470.98,0,0,5,4,887
2730,667,2,1,23,1,0,2,1,0,91573.19,0,0,3,4,474
2731,670,3,1,30,3,133446.34,1,0,0,3154.95,0,0,5,3,317
2732,670,2,0,33,7,0,2,1,1,88187.81,0,0,2,1,241
2733,623,1,0,48,1,108076.33,1,1,0,118855.26,1,1,3,2,223
2734,571,2,1,32,5,131354.25,1,1,0,125256.53,0,0,1,2,607
2735,641,1,0,37,7,62974.64,2,0,1,39016.43,0,0,1,3,513
2736,551,1,0,30,2,143340.44,1,1,0,145796.49,0,0,2,1,911
2737,741,1,1,36,8,116993.43,2,1,0,168816.22,0,0,3,4,612
2738,472,2,1,31,4,58662.92,2,0,1,73322,0,0,1,3,437
2739,650,3,1,41,3,128808.65,3,0,0,113677.53,1,1,2,1,676
2740,625,2,1,45,7,137555.44,1,0,0,124607.7,0,0,3,4,622
2741,650,1,1,34,4,142393.11,1,1,1,11276.48,0,0,3,1,981
2742,535,2,0,38,8,0,2,1,0,136620.64,0,0,1,1,272
2743,649,2,0,41,2,125785.23,1,1,1,70523.92,0,0,4,2,880
2744,689,2,1,22,4,136444.25,1,1,0,51980.25,1,1,1,1,919
2745,694,3,1,38,7,121527.4,1,1,0,113481.02,0,0,4,2,582
2746,655,1,1,52,9,144696.75,1,1,1,49025.79,0,0,2,1,691
2747,620,2,1,36,8,0,2,1,1,145937.99,0,0,5,2,675
2748,577,2,0,35,10,0,2,1,1,25161.61,0,0,3,2,723
2749,401,1,1,48,8,128140.17,1,1,0,175753.55,1,1,2,3,382
2750,599,2,1,25,6,120383.41,1,1,1,24903.09,0,0,5,1,648
2751,481,2,0,57,9,0,3,1,1,169719.35,1,1,3,4,259
2752,704,2,1,42,8,129735.3,2,1,1,179565.57,0,0,1,2,361
2753,698,3,0,31,8,185078.26,1,0,0,115337.74,1,1,5,3,921
2754,480,2,0,28,6,0,2,0,0,48131.92,0,0,3,4,921
2755,682,2,1,42,0,0,1,1,1,160828.98,0,0,5,4,262
2756,700,3,1,31,7,0,2,0,1,145151.96,0,0,1,3,676
2757,492,2,1,29,1,144591.96,1,1,1,196293.76,0,0,3,4,251
2758,444,2,0,45,4,0,2,1,0,161653.5,1,1,3,1,482
2759,624,2,1,36,6,0,2,0,0,84635.64,0,0,5,1,813
2760,709,2,1,37,7,0,1,1,0,159486.76,0,0,5,4,981
2761,557,1,1,68,2,100194.44,1,1,1,38596.34,0,0,1,3,888
2762,646,1,1,50,6,145295.31,2,1,1,27814.74,0,0,3,3,561
2763,719,1,1,28,3,106070.29,2,1,1,183893.31,0,0,3,3,802
2764,706,1,0,47,6,120621.89,1,1,1,140803.7,0,0,5,1,870
2765,660,2,1,38,7,0,2,0,1,146585.53,0,0,2,3,780
2766,667,2,1,36,9,0,2,1,1,40062.29,0,0,4,4,472
2767,705,2,1,30,1,0,1,1,1,181300.32,0,0,5,4,554
2768,598,1,0,27,10,171283.91,1,1,1,84136.12,0,0,5,3,508
2769,669,2,1,26,4,0,2,1,1,197594.34,0,0,2,3,829
2770,580,1,0,38,1,128218.47,1,1,0,125953.83,1,1,5,2,951
2771,676,2,0,32,5,0,2,1,1,75465.41,0,0,5,1,862
2772,714,1,1,28,7,77776.39,1,1,0,177737.07,0,0,3,1,264
2773,597,1,0,72,6,124978.19,2,1,1,7144.46,0,0,2,2,374
2774,559,2,1,29,1,0,2,0,0,155639.76,0,0,1,1,839
2775,564,2,0,28,1,0,1,1,1,162428.05,0,0,3,2,434
2776,850,3,1,51,3,109799.55,2,1,1,12457.76,1,1,3,2,974
2777,689,2,1,39,7,0,2,0,0,14917.09,0,0,2,2,680
2778,758,1,0,61,8,125397.21,1,1,0,182184.09,1,1,1,1,538
2779,604,3,0,71,10,0,2,1,1,129984.2,0,0,1,3,750
2780,733,1,1,38,9,111347.37,2,0,1,194872.97,0,0,2,3,260
2781,778,3,1,40,8,104291.41,2,1,1,117507.11,0,0,5,3,998
2782,732,1,0,61,9,94867.18,2,1,1,157527.6,1,1,3,3,507
2783,646,2,1,24,8,0,2,0,0,92612.88,0,0,3,3,239
2784,597,2,0,33,6,135703.59,2,0,0,74850.84,0,0,3,4,438
2785,821,1,0,37,5,106453.53,2,0,1,127413,0,0,5,3,798
2786,640,2,1,43,7,132412.38,1,0,0,69584.3,1,1,5,4,320
2787,511,1,0,40,9,124401.6,1,1,0,198814.24,1,1,1,1,946
2788,805,2,1,46,6,118022.06,3,1,0,162643.15,1,1,4,3,719
2789,540,1,1,39,1,82531.11,1,1,0,114092.52,0,0,3,3,361
2790,705,3,1,44,0,184552.12,1,1,0,68860.3,1,1,3,1,295
2791,540,1,1,39,4,127278.31,1,1,1,16150.34,0,0,3,1,572
2792,532,3,0,66,3,0,1,1,1,115227.02,0,0,1,1,955
2793,535,2,0,45,2,0,2,0,1,170621.55,0,0,4,3,921
2794,627,1,1,23,5,184244.86,1,1,0,103099.22,0,0,2,4,971
2795,646,2,1,52,8,59669.43,1,0,0,172495.81,1,1,3,4,374
2796,515,2,0,25,7,79543.59,1,0,1,38772.82,0,0,2,1,509
2797,697,2,0,39,6,151553.19,1,1,1,44946.29,0,0,4,4,221
2798,652,1,1,27,2,166527.88,2,0,1,146007.7,0,0,1,4,917
2799,579,1,1,28,6,150329.15,1,1,0,145558.42,0,0,2,2,588
2800,760,2,1,43,8,121911.59,1,1,0,193312.33,0,0,3,4,224
2801,769,2,1,51,9,156773.78,2,1,0,40257.79,0,0,4,2,401
2802,498,3,1,29,8,127864.26,1,1,1,46677.9,0,0,5,4,404
2803,774,2,1,53,4,113709.28,1,1,1,153887.93,1,1,3,2,616
2804,705,1,0,43,7,79974.55,1,1,1,103108.33,0,0,1,4,475
2805,648,2,0,44,2,0,2,1,1,58652.23,0,0,5,1,708
2806,688,2,0,51,5,0,1,1,0,91624.11,1,1,4,2,320
2807,592,3,1,38,0,0,1,1,0,65986.48,1,1,1,3,354
2808,705,2,1,33,3,144427.96,2,1,0,113845.19,0,0,4,2,357
2809,654,2,1,42,7,99263.09,1,1,1,67607.9,0,0,3,4,911
2810,624,2,0,32,2,79368.87,2,1,1,145471.94,0,0,1,4,994
2811,594,2,0,30,10,0,2,1,1,124071.71,0,0,2,1,757
2812,695,3,0,34,9,0,2,1,1,67502.12,0,0,1,3,774
2813,597,2,1,28,2,0,3,1,1,78707.97,0,0,3,4,793
2814,758,2,0,52,7,125095.94,1,1,0,171189.83,1,1,2,2,747
2815,737,1,0,40,2,162485.8,2,1,0,149381.32,0,0,2,4,449
2816,694,1,1,37,1,95668.82,2,1,0,100335.55,0,0,4,3,468
2817,683,2,1,25,4,0,2,1,0,152698.24,0,0,3,2,637
2818,538,3,0,30,8,0,2,1,1,41192.95,0,0,3,3,495
2819,669,2,1,37,4,0,1,1,0,132540.33,0,0,5,2,968
2820,730,2,0,34,5,74197.38,2,1,0,96875.52,0,0,4,2,402
2821,622,2,0,31,1,89688.94,1,1,1,152305.47,0,0,2,3,588
2822,714,3,0,33,10,103121.33,2,1,1,49672.01,0,0,4,2,830
2823,569,3,0,34,3,0,1,1,0,133997.53,0,0,1,2,824
2824,668,1,0,59,5,120170.07,1,0,1,50454.8,0,0,3,1,442
2825,628,2,1,32,9,149136.31,2,1,1,16402.11,0,0,3,3,859
2826,600,2,1,40,1,141136.79,1,1,1,67803.83,0,0,5,4,851
2827,693,2,0,43,4,152341.55,1,1,0,9241.78,0,0,5,4,299
2828,704,2,1,36,7,120026.98,2,0,1,100601.73,0,0,1,3,348
2829,527,3,1,33,9,132168.28,1,0,0,98734.15,0,0,3,3,399
2830,553,1,1,43,6,85200.82,2,1,1,160574.09,0,0,5,2,550
2831,575,3,1,53,1,84903.33,2,0,1,26015.8,0,0,3,3,899
2832,626,2,0,32,0,0,2,0,0,187172.54,0,0,4,3,479
2833,582,2,1,20,4,0,1,1,1,55763.66,0,0,5,4,249
2834,683,3,1,40,8,0,1,1,0,75848.22,0,0,4,2,221
2835,850,2,1,30,9,121535.18,1,0,0,40313.47,0,0,1,3,531
2836,653,3,1,35,6,116662.96,2,1,1,23864.21,0,0,2,1,262
2837,679,2,1,60,8,0,2,1,1,51380.9,0,0,4,4,797
2838,549,1,0,49,6,124829.16,1,0,1,93551.36,0,0,3,1,411
2839,850,3,0,36,2,155180.56,2,0,0,169415.54,0,0,2,1,419
2840,558,1,0,32,1,108262.87,1,1,1,6935.31,0,0,3,2,259
2841,528,3,1,40,4,0,2,1,0,25399.7,0,0,3,3,345
2842,801,2,1,38,5,0,2,1,0,66256.27,0,0,3,2,940
2843,513,3,1,48,2,0,1,1,1,114709.13,1,1,3,4,497
2844,666,1,1,38,6,99812.88,2,1,1,158357.97,0,0,2,2,671
2845,606,2,1,35,2,132164.26,1,0,1,164815.59,0,0,3,3,331
2846,599,1,1,45,10,103583.05,1,1,0,132127.69,1,1,2,4,376
2847,544,1,1,39,4,142406.43,2,1,0,146637.45,0,0,1,2,581
2848,529,3,1,38,7,99842.5,2,1,0,90256.06,1,1,4,1,220
2849,850,2,0,41,5,0,2,1,1,34827.43,0,0,2,3,914
2850,497,2,1,41,9,0,1,0,0,22074.48,0,0,1,2,1000
2851,764,2,0,39,5,81042.42,1,0,1,109805.17,0,0,4,1,225
2852,603,2,0,48,5,0,1,1,0,100478.6,1,1,2,2,709
2853,609,2,1,40,6,0,2,1,1,97416.34,0,0,1,1,717
2854,487,2,1,53,4,199689.49,1,1,1,24207.86,1,1,1,4,726
2855,748,2,1,33,1,142645.43,1,0,0,69132.66,0,0,5,3,848
2856,710,3,0,75,5,0,2,1,1,9376.89,0,0,1,3,857
2857,432,1,0,45,3,110219.14,1,1,0,43046.7,1,1,5,3,946
2858,534,3,1,51,3,0,2,0,1,20856.31,0,0,5,3,253
2859,607,2,1,25,3,0,2,0,0,187048.72,0,0,3,1,624
2860,551,3,1,32,4,0,2,1,0,53420.53,0,0,3,1,921
2861,674,2,1,45,7,142072.02,1,1,0,37013.29,0,0,2,3,710
2862,525,2,0,25,6,0,2,1,0,89566.64,0,0,5,1,476
2863,645,1,1,33,8,149564.61,1,0,0,149913.84,0,0,1,2,256
2864,755,2,0,43,9,0,2,1,0,18066.69,0,0,3,1,690
2865,708,1,1,37,8,153366.13,1,1,1,26912.34,0,0,2,1,682
2866,715,2,1,21,6,76467.16,1,1,1,173511.72,0,0,4,3,995
2867,727,2,0,26,9,121508.28,1,1,1,146785.44,0,0,1,2,253
2868,559,3,0,27,1,0,1,0,1,1050.33,0,0,5,1,658
2869,545,3,1,36,8,73211.12,2,1,0,89587.34,1,1,3,2,472
2870,524,2,1,22,9,0,2,1,0,74405.34,0,0,5,4,992
2871,707,2,0,55,1,0,2,0,1,54409.48,0,0,5,3,709
2872,671,3,1,38,0,92674.94,2,1,0,3647.57,0,0,4,4,759
2873,439,3,1,52,3,96196.24,4,1,0,198874.52,1,1,1,3,397
2874,667,1,0,36,1,114391.62,1,1,1,53412.54,0,0,5,4,874
2875,831,1,1,32,9,80262.66,1,1,0,194867.78,0,0,4,3,590
2876,545,3,0,33,7,173331.52,1,1,0,150452.88,0,0,4,1,716
2877,604,3,0,35,7,147285.52,1,1,1,57807.05,0,0,5,2,1000
2878,657,3,1,67,5,119785.47,2,1,1,107534.32,0,0,1,2,876
2879,487,3,0,36,1,140137.15,1,1,0,194073.33,0,0,2,1,677
2880,750,1,0,52,6,107467.56,1,1,0,126233.18,1,1,5,1,644
2881,694,1,0,37,8,98218.04,2,1,0,182354.46,1,1,3,3,964
2882,711,1,0,35,2,133607.75,1,1,1,120586.32,0,0,2,1,352
2883,551,2,1,37,3,0,2,1,1,50578.4,0,0,1,2,936
2884,559,2,0,38,8,95139.41,1,1,1,86575.46,0,0,4,2,286
2885,620,2,0,29,3,0,2,0,1,153392.28,0,0,3,4,475
2886,660,3,1,42,5,0,2,1,0,115509.59,0,0,5,4,491
2887,449,2,0,37,6,0,2,1,0,82176.48,0,0,5,1,599
2888,703,1,0,26,1,97331.19,1,1,0,63717.49,0,0,5,1,425
2889,795,1,1,37,2,139265.63,2,1,1,198745.94,0,0,1,2,504
2890,594,2,0,31,9,0,1,0,1,5719.11,0,0,5,3,365
2891,586,3,1,34,5,168094.01,1,0,0,20058.61,0,0,3,3,287
2892,613,1,0,30,5,131563.88,2,1,0,170638.98,0,0,2,3,583
2893,601,2,1,44,3,0,2,1,0,30607.11,0,0,4,4,319
2894,657,2,1,50,9,0,2,0,0,37171.46,0,0,4,3,971
2895,531,2,1,31,3,0,1,1,1,42589.33,0,0,1,1,241
2896,621,1,1,47,7,107363.29,1,1,1,66799.28,0,0,5,1,801
2897,782,2,0,33,2,94493.03,1,0,1,101866.39,0,0,3,2,324
2898,528,1,0,29,9,170214.23,2,1,0,49284,0,0,3,3,940
2899,696,2,1,52,6,139781.06,1,1,0,27445.4,1,1,3,1,457
2900,586,2,0,35,7,0,2,1,0,70760.69,0,0,4,2,481
2901,626,3,0,26,8,148610.41,3,0,1,104502.02,1,1,5,2,410
2902,498,2,1,73,2,170241.7,2,1,1,165407.96,0,0,2,3,539
2903,691,2,0,33,1,128306.83,1,1,1,113580.79,0,0,2,2,459
2904,568,2,0,47,7,0,2,1,1,45978.39,0,0,2,3,845
2905,715,2,0,35,3,0,1,1,1,152012.36,0,0,4,3,917
2906,680,1,1,32,7,175454,1,0,1,77349.92,0,0,2,2,772
2907,802,3,1,41,6,0,2,1,0,47322.05,0,0,2,1,340
2908,539,2,0,22,0,100885.93,2,1,1,38772.65,0,0,5,3,725
2909,494,2,1,69,9,93320.8,1,1,1,24489.44,0,0,2,4,366
2910,594,1,1,38,6,63176.44,2,1,1,14466.08,0,0,4,3,890
2911,596,2,1,33,2,139451.67,1,0,0,63142.12,0,0,4,2,640
2912,649,2,0,52,8,49113.75,1,1,0,41858.43,0,0,1,4,673
2913,699,1,1,32,1,123906.22,3,1,1,127443.82,1,1,1,4,896
2914,787,2,0,40,6,0,2,1,1,84151.98,0,0,3,4,598
2915,604,2,1,28,7,0,2,0,0,58595.64,0,0,3,4,223
2916,489,1,0,52,1,131441.51,1,1,0,37240.11,1,1,4,3,980
2917,651,2,1,56,2,0,1,1,0,114522.68,1,1,4,3,327
2918,698,2,1,57,6,136325.48,2,1,1,72549.27,1,1,2,1,687
2919,578,1,0,38,4,113150.44,2,1,0,176712.59,1,1,4,3,502
2920,538,3,0,42,9,0,1,0,0,152855.96,0,0,4,4,641
2921,696,2,0,33,4,0,2,1,1,73371.65,0,0,3,2,348
2922,507,1,0,46,8,102785.16,1,1,1,70323.68,0,0,1,3,633
2923,685,3,1,34,6,83264.28,1,0,0,9663.28,0,0,5,3,449
2924,705,1,1,41,4,72252.64,2,1,1,142514.66,0,0,2,3,710
2925,499,1,0,29,6,148051.52,1,1,0,118623.94,0,0,4,2,662
2926,717,2,0,76,9,138489.66,1,1,1,68400.14,0,0,2,3,860
2927,510,2,1,63,8,0,2,1,1,115291.86,0,0,2,4,960
2928,632,2,1,32,6,111589.33,1,1,1,170382.99,0,0,4,1,782
2929,668,1,0,39,0,122104.79,1,1,0,112946.67,1,1,5,1,749
2930,744,1,1,32,4,96106.83,1,1,1,79812.77,0,0,5,1,520
2931,663,1,1,42,7,115930.87,1,1,0,19862.78,0,0,4,1,809
2932,638,1,0,37,7,124513.66,2,1,0,158610.89,0,0,4,2,705
2933,688,2,0,54,9,0,1,1,0,191212.63,1,1,5,3,746
2934,588,3,1,46,8,0,1,1,0,61931.21,0,0,5,3,950
2935,631,2,1,33,7,0,1,1,1,58043.02,1,1,2,4,715
2936,687,3,1,35,8,100988.39,2,1,0,22247.27,0,0,2,4,594
2937,599,2,1,44,10,118577.24,1,1,1,31448.52,0,0,2,4,785
2938,718,3,1,28,6,0,2,1,0,146875.86,0,0,4,1,319
2939,730,2,1,27,5,0,2,1,1,116081.93,0,0,3,3,480
2940,533,2,0,39,2,0,1,0,1,73669.94,1,1,2,3,285
2941,711,3,0,28,5,0,2,1,1,93959.96,0,0,3,1,979
2942,555,3,0,26,9,0,2,0,1,158918.03,0,0,3,4,554
2943,850,2,0,42,9,113311.11,1,1,1,198193.75,0,0,1,4,988
2944,678,2,0,41,9,0,1,0,0,13160.03,0,0,5,1,911
2945,576,2,1,32,7,0,2,1,0,4660.91,0,0,5,2,722
2946,835,1,1,20,4,124365.42,1,0,0,180197.74,1,1,3,3,812
2947,592,2,1,42,1,147249.29,2,1,1,63023.02,0,0,2,3,638
2948,774,2,1,36,7,103688.19,1,0,1,118971.74,0,0,1,4,275
2949,620,2,0,29,1,138740.24,2,0,0,154700.61,0,0,2,4,271
2950,519,3,1,39,4,111900.14,1,1,1,97577.17,0,0,2,2,377
2951,734,3,0,37,0,152760.24,1,1,1,48990.5,0,0,4,1,763
2952,763,1,1,31,7,143966.3,2,1,1,140262.96,1,1,4,1,647
2953,733,2,1,51,10,141556.96,1,1,0,130189.53,0,0,3,4,800
2954,650,2,0,43,6,0,2,1,1,16301.91,0,0,1,3,489
2955,538,2,0,33,5,0,2,1,0,126962.41,0,0,3,1,290
2956,577,2,0,46,1,0,1,1,1,158750.53,0,0,4,4,800
2957,792,2,1,30,8,0,2,1,0,199644.2,0,0,5,4,630
2958,686,2,0,41,10,0,1,1,1,144272.71,1,1,5,3,875
2959,589,2,1,29,2,0,2,0,1,98320.27,0,0,5,1,885
2960,530,2,1,25,9,162560.32,1,1,0,64129.03,0,0,5,4,451
2961,778,1,0,29,7,123229.46,1,1,0,181221.09,0,0,3,2,977
2962,616,3,1,31,7,76665.71,2,1,1,163809.08,0,0,3,3,468
2963,550,2,1,38,9,140278.99,3,1,1,171457.06,1,1,5,3,230
2964,655,2,0,51,3,0,2,0,1,15801.02,0,0,1,4,629
2965,721,2,1,46,1,115764.32,2,0,0,102950.79,0,0,3,1,804
2966,499,1,1,36,5,131142.53,2,1,0,174918.46,0,0,5,2,941
2967,511,2,1,45,5,68375.27,1,1,0,193160.25,1,1,1,1,351
2968,579,1,0,39,5,117833.3,3,0,0,5831,1,1,3,3,778
2969,696,3,0,36,7,0,2,1,1,82298.59,0,0,3,2,291
2970,681,2,1,34,7,0,2,0,0,130686.59,0,0,4,1,742
2971,815,2,1,45,7,0,1,0,1,52885.23,1,1,5,4,666
2972,681,3,1,30,2,111093.01,1,1,0,68985.99,0,0,5,2,691
2973,641,3,1,42,9,132657.55,1,1,0,35367.19,0,0,3,3,351
2974,591,2,0,56,9,128882.49,1,1,1,196241.94,1,1,2,1,658
2975,565,1,1,59,9,69129.59,1,1,1,170705.53,0,0,5,2,558
2976,487,2,1,37,6,0,2,1,1,126477.41,0,0,2,4,701
2977,729,2,1,39,4,121404.64,1,1,1,159618.17,0,0,3,3,797
2978,505,3,0,45,9,131355.3,3,1,0,195395.33,1,1,2,2,661
2979,580,2,0,35,1,102097.33,1,0,1,168285.85,0,0,4,1,778
2980,642,2,1,40,1,154863.15,1,1,1,138052.51,0,0,4,4,716
2981,850,3,0,41,3,99945.93,2,1,0,71179.31,0,0,2,3,252
2982,616,1,1,39,2,121704.32,2,1,0,55556.3,0,0,4,2,346
2983,526,3,0,43,3,0,2,1,0,31705.19,0,0,5,2,989
2984,523,1,1,35,8,138782.76,1,1,1,186118.93,0,0,4,1,249
2985,663,2,1,35,9,0,2,1,1,195580.28,0,0,2,1,569
2986,840,2,1,30,8,136291.71,1,1,0,54113.38,0,0,3,2,938
2987,570,1,1,42,0,107856.57,2,1,0,127528.84,0,0,3,2,628
2988,676,1,0,26,1,108348.66,1,0,0,60231.74,1,1,4,4,244
2989,689,2,1,47,1,93871.95,3,1,0,156878.42,1,1,4,1,334
2990,703,3,0,45,1,0,1,1,0,182784.11,1,1,2,4,919
2991,491,1,1,19,2,125860.2,1,0,0,129690.5,0,0,2,4,894
2992,584,2,1,49,8,172713.44,1,1,0,113860.81,0,0,2,1,475
2993,810,2,0,51,5,0,2,0,1,184524.74,0,0,1,1,527
2994,745,3,0,59,8,0,1,1,1,36124.98,0,0,2,1,949
2995,625,2,0,39,3,130786.92,1,0,1,121316.07,0,0,2,1,650
2996,535,2,0,29,2,112367.34,1,1,0,185630.76,0,0,2,2,989
2997,729,3,0,45,7,91091.06,2,1,0,71133.12,0,0,1,2,632
2998,655,2,0,26,7,106198.5,1,0,1,32020.42,0,0,3,1,961
2999,751,2,1,47,5,142669.93,2,1,0,162760.96,0,0,3,2,627
3000,525,2,1,33,1,112833.35,1,0,1,175178.56,0,0,3,2,590
3001,532,2,0,40,5,0,2,0,1,177099.71,0,0,4,1,712
3002,696,3,0,43,4,0,2,1,1,66406.37,0,0,4,1,678
3003,786,1,0,32,2,104336.43,2,0,0,59559.81,0,0,3,3,240
3004,580,2,1,55,6,104305.74,1,0,1,175750.21,0,0,5,3,432
3005,596,1,1,47,5,140187.1,2,1,1,174311.3,0,0,1,2,281
3006,683,2,1,39,4,0,2,1,0,171716.81,0,0,2,3,913
3007,747,2,0,45,1,114959.12,1,1,0,189362.39,1,1,1,1,727
3008,602,2,1,33,5,164704.38,1,0,1,180716.1,1,1,1,4,342
3009,779,2,1,62,10,119096.55,1,0,1,116977.89,0,0,1,3,644
3010,551,2,1,31,1,0,2,1,1,185105.44,0,0,4,4,275
3011,666,2,1,47,2,0,1,1,0,35046.97,1,1,4,3,354
3012,526,3,1,30,8,0,1,1,0,36251,0,0,3,1,268
3013,849,2,0,41,9,115465.28,1,1,0,103174.5,0,0,3,3,623
3014,471,2,0,27,4,0,2,1,0,122642.09,0,0,4,2,346
3015,628,3,1,43,3,184926.61,1,1,0,122937.57,0,0,4,3,642
3016,674,1,1,43,8,85957.88,2,1,0,8757.39,0,0,4,3,840
3017,797,2,1,32,10,114084.6,1,0,1,125782.29,0,0,1,4,543
3018,590,3,0,29,2,166930.76,2,1,0,122487.73,0,0,3,4,768
3019,588,2,0,27,8,0,1,1,0,20066.38,0,0,5,1,367
3020,577,2,1,29,7,0,2,1,1,55473.15,0,0,5,3,488
3021,571,2,0,38,6,107193.82,2,0,0,38962.94,0,0,4,2,670
3022,680,2,1,36,3,116275.12,1,1,1,63795.8,0,0,4,3,883
3023,648,3,0,27,7,0,2,1,1,163060.43,0,0,3,1,983
3024,618,2,1,39,2,91068.56,1,1,0,26578.69,0,0,2,3,244
3025,648,1,1,41,5,123049.21,1,0,1,5066.76,0,0,3,1,946
3026,759,2,0,39,6,0,2,1,1,140497.67,0,0,4,4,500
3027,585,2,1,40,7,0,2,0,0,146156.98,0,0,4,4,270
3028,774,2,0,42,3,137781.65,1,0,0,199316.19,0,0,1,4,879
3029,697,1,0,48,2,108128.96,2,1,1,103944.37,0,0,3,4,980
3030,605,3,1,39,10,105317.73,2,1,0,138021.36,0,0,1,2,798
3031,676,2,1,20,1,80569.73,1,0,0,68621.98,0,0,3,1,381
3032,678,2,0,22,4,174852.89,1,1,1,28149.06,0,0,3,2,333
3033,495,3,0,45,3,89158.94,3,1,0,135169.76,1,1,1,2,284
3034,787,2,0,85,10,0,2,1,1,116537.96,0,0,2,3,542
3035,770,2,1,36,2,89800.14,1,1,1,105922.69,0,0,1,4,676
3036,817,1,1,45,9,101207.75,1,0,0,88211.12,1,1,2,4,847
3037,659,2,1,43,1,106086.42,2,1,0,26900.63,0,0,5,3,748
3038,693,2,1,21,1,0,2,1,1,3494.02,0,0,3,2,931
3039,744,2,1,47,9,0,2,1,0,113163.17,0,0,2,2,743
3040,829,3,0,26,8,101440.36,2,1,1,19324.5,0,0,5,1,596
3041,716,2,1,38,4,0,2,1,0,189678.7,0,0,3,3,756
3042,671,2,1,34,7,106603.74,2,1,1,26387.71,0,0,4,3,303
3043,835,1,0,29,10,130420.2,2,0,0,106276.55,0,0,5,1,349
3044,636,2,0,38,1,0,1,1,0,45015.38,0,0,3,1,360
3045,649,3,1,29,2,45022.23,1,1,1,173495.77,0,0,4,2,595
3046,621,1,1,27,1,74298.43,1,1,1,52581.96,0,0,5,2,281
3047,658,1,0,31,3,133003.03,1,0,1,146339.27,1,1,3,4,879
3048,784,3,1,48,7,0,2,1,1,182609.97,0,0,1,1,354
3049,783,3,0,37,1,136689.66,1,1,0,197890.65,0,0,1,3,412
3050,615,2,1,32,4,0,2,1,1,6225.63,0,0,4,3,294
3051,791,2,0,44,5,0,2,1,1,123977.86,1,1,2,2,430
3052,762,2,1,53,1,102520.37,1,1,1,170195.4,0,0,2,4,876
3053,607,2,1,35,2,0,2,1,1,114190.3,0,0,3,4,680
3054,601,2,0,34,5,0,2,1,0,27022.57,0,0,3,2,498
3055,540,3,1,67,1,88382.01,1,0,1,59457,0,0,4,3,409
3056,812,2,1,44,4,115049.15,2,1,0,165038.41,0,0,2,1,223
3057,685,2,1,58,1,104796.54,1,1,1,154181.41,0,0,3,3,673
3058,680,2,1,33,1,123082.08,1,1,0,134960.98,0,0,5,3,302
3059,680,3,0,58,8,0,2,1,1,65708.5,0,0,5,3,743
3060,631,2,0,33,8,0,2,0,0,117374.22,0,0,5,2,970
3061,569,2,0,43,7,0,2,1,1,77703.19,0,0,2,4,271
3062,584,1,1,33,3,88311.48,2,1,1,177651.38,0,0,1,4,882
3063,582,2,0,40,9,0,3,1,1,60954.45,0,0,2,4,645
3064,609,2,1,32,7,71872.19,1,1,1,151924.9,0,0,2,4,484
3065,506,3,1,35,6,110046.93,2,1,0,26318.73,0,0,1,3,606
3066,503,2,1,42,8,104430.08,1,1,1,147557.71,0,0,5,3,759
3067,503,2,0,28,5,0,2,1,0,125918.17,0,0,2,2,868
3068,806,1,1,31,10,138653.51,1,1,0,190803.37,0,0,3,3,662
3069,653,2,0,31,7,102575.04,1,1,1,11043.54,0,0,5,3,283
3070,666,2,1,43,7,137780.74,2,1,1,119100.05,1,1,3,4,817
3071,674,3,1,32,2,0,2,1,0,140579.17,0,0,1,1,787
3072,798,2,1,32,7,0,2,0,1,37731.95,0,0,4,3,856
3073,740,2,0,30,8,105209.54,1,1,0,1852.58,0,0,4,4,814
3074,531,1,0,32,0,109570.21,2,1,1,172049.84,0,0,3,3,584
3075,614,1,0,44,6,118715.86,1,1,0,133591.11,1,1,2,1,704
3076,556,2,1,35,10,0,2,1,1,192751.18,0,0,4,3,570
3077,678,1,0,43,2,153393.18,2,1,1,193828.27,0,0,1,3,274
3078,587,1,1,33,6,132603.36,1,1,0,55775.72,0,0,1,4,479
3079,527,3,0,36,6,0,2,1,1,102280.29,0,0,5,1,823
3080,757,1,0,34,1,129398.01,2,0,0,44965.44,0,0,4,2,276
3081,468,3,1,28,3,0,2,1,0,170661.02,0,0,2,3,306
3082,693,2,1,29,2,151352.74,1,0,0,197145.89,0,0,1,2,248
3083,483,2,0,44,5,136836.49,1,1,0,192359.9,1,1,1,4,853
3084,466,2,1,40,4,91592.06,1,1,0,141210.18,1,1,1,4,977
3085,770,2,0,30,8,0,2,1,0,100557.03,0,0,5,4,417
3086,734,2,0,54,3,0,1,1,0,130805.54,1,1,4,4,505
3087,716,2,0,22,8,0,2,1,1,92606.98,0,0,2,4,655
3088,439,2,1,36,2,165536.28,2,1,1,123956.83,0,0,3,1,877
3089,538,1,1,25,5,62482.95,1,1,1,102758.43,0,0,2,3,933
